Gender,Age,Education,Marital_Status,Employment_Status,Annual_Income,Co_Applicant_Income,State,Family_Members,Loan_Types,Savings_Balance,Existing_Loans,Home_Ownership,Mortgage,Loan_Amount,Loan_Term,Interest_Rate,Credit_History,Previous_Defaults,No_Of_Open_Accounts,Missed_Payments,Property_Area,Property_Value,Loan_Approveled
Female,40,Graduate,Married,Employed,230000,229700,Manipur,4,Business Loan,30250,0,Family,Other,567170,32,7.24,Good,0,7,1,Semi-urban,1949400,1
Female,30,Undergraduate,Married,Self-employed,288500,0,Jharkhand,1,Personal Loan,71260,1,Rent,Home,225460,41,10.48,Good,0,4,0,Rural,31200,1
Female,52,Graduate,Single,Self-employed,710600,0,Rajasthan,1,Personal Loan,71220,3,Own,Home,88320,50,7.95,Good,0,12,0,Urban,212900,1
Male,19,Graduate,Single,Employed,252300,0,Ladakh,9,Startup Loan,106770,0,Family,Commercial Property,360180,99,10.15,Good,0,11,0,Urban,2356900,1
Male,37,Undergraduate,Married,Employed,492000,105000,Nagaland,8,Credit Card Loan,115640,3,Family,Home,31460,12,15.74,Bad,0,8,2,Urban,684600,1
Female,46,Graduate,Married,Employed,250900,0,Rajasthan,5,Home Loan,67530,1,Rent,Apartment/Flat,5847550,338,7.44,Good,0,12,0,Semi-urban,603900,0
Male,78,Undergraduate,Married,Employed,356200,38500,Manipur,6,Education Loan,76850,0,Family,Agricultural Land,322460,33,11.88,Good,0,11,0,Semi-urban,111000,1
Male,57,Not Graduate,Single,Self-employed,93200,241000,Madhya Pradesh,3,Credit Card Loan,40220,0,Family,Home,23790,30,13.04,Good,0,13,0,Rural,56000,1
Male,73,Graduate,Single,Employed,928400,321900,Tripura,5,Personal Loan,438830,2,Own,Home,1320560,34,11.45,Good,0,6,1,Rural,70000,1
Male,39,Graduate,Married,Employed,403500,0,Himachal Pradesh,8,Home Loan,216870,2,Family,House,2495960,216,9.26,Bad,1,8,2,Urban,1016300,0
Male,46,Graduate,Married,Employed,419800,87500,Delhi,5,Home Loan,54680,1,Rent,Apartment/Flat,3394530,91,9.27,Good,0,4,0,Rural,1336100,0
Male,44,Graduate,Married,Employed,399100,159700,Chhattisgarh,8,Wedding Loan,142630,1,Rent,Home,100690,24,9.89,Good,1,10,0,Rural,182900,1
Female,73,Undergraduate,Married,Employed,512600,102000,Himachal Pradesh,5,Gold Loan,95190,1,Rent,Gold,701730,12,11.45,Good,0,3,0,Semi-urban,1415000,1
Male,78,Undergraduate,Married,Employed,697600,0,West Bengal,3,Personal Loan,558240,0,Own,Home,1052980,45,9.12,Bad,0,7,4,Urban,329700,0
Female,78,Undergraduate,Single,Employed,335400,0,Assam,9,Personal Loan,113010,3,Rent,Home,74090,35,7.57,Good,0,11,0,Semi-urban,85200,1
Male,65,Graduate,Single,Self-employed,672300,55600,Manipur,9,Home Loan,236310,1,Family,House,3528840,323,9.18,Good,0,3,0,Semi-urban,1988500,0
Female,49,Undergraduate,Single,Employed,471700,190900,Maharashtra,2,Home Loan,104500,0,Rent,House,1694010,158,11.06,Good,0,5,0,Urban,3759800,1
Male,52,Graduate,Single,Employed,146800,217800,Ladakh,5,Home Loan,21170,0,Rent,Apartment/Flat,1410920,90,10.35,Good,0,11,0,Urban,2606700,0
Female,79,Undergraduate,Divorced,Employed,266700,0,Goa,8,Home Loan,78190,0,Rent,Land/Plot,3560110,255,12.11,Bad,1,8,1,Semi-urban,2622400,0
Male,35,Undergraduate,Single,Employed,351900,0,Mizoram,2,Business Loan,259180,2,Rent,Commercial Property,1088390,68,9.3,Good,0,11,0,Semi-urban,947100,0
Male,39,Graduate,Married,Employed,754300,0,Mizoram,8,Home Loan,112670,2,Own,Land/Plot,753670,107,6.0,Good,0,13,0,Urban,1947700,1
Male,74,Undergraduate,Single,Self-employed,906700,0,Chandigarh,9,Home Loan,720470,1,Own,House,2399480,147,11.11,Bad,1,14,3,Rural,1751300,0
Female,42,Undergraduate,Married,Unemployed,60000,0,Punjab,2,Personal Loan,26160,1,Rent,Home,1149490,27,11.82,Bad,1,8,3,Urban,456400,0
Female,32,Graduate,Single,Employed,552500,320500,Chhattisgarh,1,Business Loan,30100,0,Rent,Commercial Property,5211230,127,9.73,Good,0,11,0,Urban,884600,0
Male,53,Undergraduate,Single,Employed,694800,0,Delhi,10,Home Loan,92330,1,Rent,Apartment/Flat,1449050,184,9.03,Good,0,11,0,Urban,7215700,1
Male,38,Undergraduate,Single,Employed,375000,0,Goa,10,Home Loan,646710,0,Rent,Apartment/Flat,1564180,162,12.41,Bad,5,11,2,Semi-urban,2114800,0
Female,74,Graduate,Married,Employed,162000,0,Uttar Pradesh,9,Education Loan,40640,0,Family,Agricultural Land,1448030,82,7.8,Good,0,2,1,Urban,106800,0
Female,75,Graduate,Married,Self-employed,399400,0,Jharkhand,6,Personal Loan,53570,1,Rent,Fixed Deposit,455000,46,10.37,Good,0,7,0,Semi-urban,203400,1
Male,37,Undergraduate,Married,Employed,309500,0,Chhattisgarh,0,Personal Loan,42590,3,Rent,Home,94310,52,12.0,Good,0,1,0,Urban,59200,1
Female,51,Not Graduate,Married,Self-employed,282800,108000,Gujarat,10,Home Loan,70120,1,Rent,House,5198190,155,7.07,Good,0,5,2,Urban,1521400,0
Male,79,Undergraduate,Married,Employed,119400,0,Ladakh,2,Business Loan,68800,0,Rent,Land/Plot,2565990,24,13.93,Good,0,5,0,Urban,2111300,0
Female,64,Undergraduate,Divorced,Employed,340900,81400,Puducherry,1,Personal Loan,71930,0,Rent,Home,394540,39,12.85,Good,0,6,0,Urban,170800,1
Male,31,Undergraduate,Single,Self-employed,162000,56800,Sikkim,7,Business Loan,24080,0,Family,House,302050,41,13.97,Good,0,7,1,Urban,2475000,1
Male,55,Graduate,Single,Employed,680900,0,Chandigarh,4,Wedding Loan,30730,0,Rent,Home,230560,32,15.46,Bad,1,5,1,Urban,225700,0
Male,57,Graduate,Married,Self-employed,698900,0,Jammu and Kashmir,9,Consumer Durable Loan,93310,2,Own,Home,98640,18,14.81,Good,0,4,0,Urban,151400,1
Female,59,Graduate,Married,Self-employed,715600,68300,Madhya Pradesh,9,Home Loan,113160,0,Own,Apartment/Flat,858460,223,8.39,Good,0,2,1,Semi-urban,2131800,1
Male,19,Not Graduate,Married,Employed,98200,0,West Bengal,8,Education Loan,35110,0,Family,Agricultural Land,1979460,79,10.19,Good,0,3,0,Rural,56300,0
Female,36,Undergraduate,Married,Employed,287500,0,Odisha,9,Personal Loan,109940,1,Family,Vehicle,106790,16,6.87,Good,0,6,0,Semi-urban,80100,1
Female,71,Not Graduate,Married,Employed,281900,261000,Gujarat,6,Home Loan,246380,3,Family,House,1302900,218,8.87,Good,0,7,0,Urban,1035400,1
Female,33,Graduate,Single,Employed,542100,0,Punjab,9,Home Loan,57820,0,Rent,Land/Plot,2533520,219,10.05,Good,1,1,1,Urban,2834800,0
Male,36,Undergraduate,Married,Employed,212000,31600,Arunachal Pradesh,10,Home Loan,65210,1,Rent,House,1152170,66,13.14,Bad,2,8,3,Urban,1165600,0
Male,38,Undergraduate,Married,Employed,197100,0,Sikkim,3,Startup Loan,61960,1,Family,Commercial Property,1145830,21,13.06,Good,0,13,0,Semi-urban,3232000,0
Male,29,Graduate,Married,Employed,494800,150300,Jharkhand,4,Credit Card Loan,61460,0,Family,Vehicle,28090,6,15.74,Good,0,11,0,Urban,124400,1
Female,27,Graduate,Single,Self-employed,468300,0,Bihar,6,Education Loan,268720,1,Family,Agricultural Land,236410,178,8.67,Good,0,10,1,Rural,65100,1
Female,39,Undergraduate,Single,Self-employed,431500,65700,Uttar Pradesh,9,Consumer Durable Loan,466340,0,Rent,Home,55480,4,14.2,Good,0,4,1,Urban,49900,1
Male,73,Undergraduate,Single,Self-employed,1023500,0,Madhya Pradesh,4,Personal Loan,288390,3,Rent,Home,69280,21,8.2,Good,0,1,0,Rural,49200,1
Female,18,Undergraduate,Married,Employed,482800,0,Mizoram,2,Business Loan,91100,0,Rent,Land/Plot,902320,20,12.86,Good,0,10,0,Semi-urban,2440500,1
Male,35,Graduate,Married,Employed,681300,97600,Bihar,3,Home Loan,622270,0,Own,Apartment/Flat,6463330,170,11.45,Bad,1,0,1,Urban,3894700,0
Male,21,Undergraduate,Single,Employed,116000,0,Assam,8,Home Loan,45480,0,Rent,Apartment/Flat,2093660,348,8.98,Good,0,15,0,Urban,774000,0
Male,53,Graduate,Married,Self-employed,847800,142300,Ladakh,5,Personal Loan,88660,3,Own,Fixed Deposit,112590,39,9.61,Good,0,12,0,Urban,157400,1
Female,33,Graduate,Married,Self-employed,380200,0,Sikkim,2,Business Loan,90000,1,Family,Land/Plot,1928280,151,16.02,Bad,1,6,4,Semi-urban,1135200,0
Male,67,Undergraduate,Married,Self-employed,315200,0,Manipur,7,Business Loan,65230,0,Rent,Commercial Property,1447480,117,8.48,Good,0,5,0,Rural,751000,0
Male,54,Graduate,Married,Employed,327300,0,Telangana,7,Wedding Loan,45990,0,Rent,Home,231830,69,9.95,Good,0,5,0,Urban,68800,0
Female,67,Not Graduate,Married,Self-employed,373400,0,Uttarakhand,5,Consumer Durable Loan,54460,0,Family,Home,64580,7,11.58,Good,0,14,0,Urban,136200,1
Female,57,Graduate,Married,Self-employed,841100,0,Chhattisgarh,6,Home Loan,136110,0,Own,Apartment/Flat,1555200,330,6.0,Good,0,3,0,Urban,1004900,1
Male,45,Graduate,Married,Employed,933900,191700,Ladakh,2,Home Loan,493840,1,Own,Apartment/Flat,3037920,113,10.6,Good,0,13,0,Urban,3357300,1
Male,72,Graduate,Married,Employed,712800,0,Telangana,2,Gold Loan,155710,2,Rent,Gold,259520,22,17.22,Bad,2,6,2,Rural,736500,0
Male,48,Undergraduate,Single,Employed,509700,0,Kerala,8,Education Loan,150950,2,Rent,Fixed Deposit,256420,36,7.46,Good,0,7,0,Urban,68700,1
Male,77,Graduate,Divorced,Employed,439300,0,Jharkhand,7,Personal Loan,263360,1,Rent,Home,170170,39,12.7,Good,0,9,0,Urban,308600,1
Male,80,Graduate,Married,Employed,554200,0,Bihar,10,Home Loan,120630,1,Family,Apartment/Flat,2296540,91,6.61,Good,0,5,2,Semi-urban,930400,0
Female,55,Graduate,Married,Employed,216200,210100,Jharkhand,10,Personal Loan,22840,3,Rent,Home,825650,24,15.35,Good,1,11,1,Urban,188600,1
Male,60,Graduate,Married,Employed,671400,0,Madhya Pradesh,3,Business Loan,395040,1,Rent,Land/Plot,927530,49,6.0,Good,0,11,1,Urban,1166600,1
Female,34,Undergraduate,Married,Self-employed,373100,0,Haryana,5,Home Loan,76080,0,Family,House,929970,302,9.95,Good,0,7,0,Urban,3611600,1
Male,69,Undergraduate,Single,Self-employed,1230500,0,Tripura,9,Personal Loan,1414840,0,Own,Home,96780,56,13.1,Good,0,5,0,Semi-urban,68000,0
Male,60,Graduate,Single,Self-employed,525100,168000,Jharkhand,0,Home Loan,325330,3,Family,House,1104850,289,6.31,Good,0,9,0,Rural,1663200,1
Male,74,Undergraduate,Single,Self-employed,826800,94700,Nagaland,9,Personal Loan,349060,0,Rent,Home,1121540,14,11.99,Good,0,7,0,Rural,75900,0
Male,34,Graduate,Single,Employed,259700,0,Rajasthan,1,Education Loan,86050,1,Family,Agricultural Land,237510,146,8.02,Good,1,7,1,Semi-urban,71900,0
Male,67,Undergraduate,Single,Self-employed,1092000,0,Assam,2,Home Loan,741120,1,Own,Apartment/Flat,6436010,345,6.35,Good,0,0,0,Semi-urban,2002600,0
Male,47,Graduate,Married,Employed,1011000,0,Gujarat,5,Consumer Durable Loan,341170,1,Own,Home,123010,4,13.45,Good,0,4,0,Semi-urban,138200,1
Female,29,Undergraduate,Single,Self-employed,474200,0,Assam,7,Education Loan,23070,0,Family,Agricultural Land,594160,44,12.7,Good,0,7,0,Urban,168700,0
Female,28,Graduate,Married,Self-employed,318500,0,Tripura,3,Car Loan / Vehicle Loan,81170,0,Family,Car / Vehicle,1308160,40,7.29,Good,0,7,0,Urban,281300,0
Male,53,Undergraduate,Married,Self-employed,380000,0,Uttar Pradesh,10,Business Loan,165960,2,Family,Commercial Property,5863600,80,13.56,Good,0,6,0,Urban,1534100,0
Female,38,Graduate,Single,Employed,304600,0,Chhattisgarh,8,Credit Card Loan,37710,1,Rent,Home,32710,35,17.3,Good,0,9,0,Urban,168400,1
Female,24,Not Graduate,Married,Employed,86400,0,Uttarakhand,8,Personal Loan,190010,2,Family,Home,59100,40,7.16,Good,0,8,0,Rural,109300,1
Female,44,Graduate,Married,Employed,553800,148700,Chandigarh,8,Home Loan,136170,1,Rent,Apartment/Flat,1935630,280,6.36,Good,0,10,3,Semi-urban,1365100,1
Male,59,Not Graduate,Married,Employed,257500,0,Bihar,0,Gold Loan,111570,0,Rent,Gold,753550,35,8.08,Good,0,6,0,Rural,880900,0
Male,38,Not Graduate,Married,Employed,276600,0,Chhattisgarh,9,Car Loan / Vehicle Loan,195320,1,Rent,Car / Vehicle,524270,56,9.71,Good,0,3,0,Urban,115700,1
Male,78,Graduate,Single,Employed,540200,200900,Andaman and Nicobar Islands,6,Home Loan,242150,1,Rent,Land/Plot,1316580,129,6.75,Good,1,8,0,Urban,1205600,1
Male,67,Graduate,Single,Employed,272600,0,Kerala,2,Education Loan,69200,0,Rent,Agricultural Land,836800,127,9.0,Good,0,11,0,Rural,47100,1
Male,50,Graduate,Married,Self-employed,944400,0,Madhya Pradesh,8,Startup Loan,359750,2,Own,Commercial Property,6274280,182,13.27,Good,0,10,1,Urban,4276900,0
Female,76,Not Graduate,Single,Employed,311200,0,Sikkim,1,Home Loan,73710,1,Rent,Apartment/Flat,6953310,332,9.8,Good,1,6,0,Semi-urban,1693800,0
Female,45,Undergraduate,Married,Self-employed,613300,0,Assam,6,Consumer Durable Loan,157220,0,Own,Home,65630,21,9.36,Good,0,6,2,Urban,110800,1
Male,26,Undergraduate,Single,Employed,111400,0,Meghalaya,6,Personal Loan,12300,1,Family,Home,116360,23,13.28,Good,0,3,1,Rural,59700,1
Male,20,Graduate,Married,Employed,137700,0,Madhya Pradesh,0,Education Loan,30910,0,Rent,Agricultural Land,309450,75,14.31,Bad,0,5,4,Urban,62500,0
Male,77,Undergraduate,Married,Employed,317200,125100,Chandigarh,4,Business Loan,33500,1,Rent,House,4662380,102,17.03,Bad,1,9,4,Rural,1155000,0
Male,78,Graduate,Single,Self-employed,613400,0,Uttarakhand,1,Car Loan / Vehicle Loan,168920,2,Own,Car / Vehicle,736580,73,14.65,Bad,0,9,5,Urban,36600,0
Female,64,Graduate,Single,Employed,464800,270800,Karnataka,10,Personal Loan,92780,1,Rent,Home,1147820,19,8.63,Good,1,7,0,Urban,93100,1
Male,24,Graduate,Single,Self-employed,568400,0,Telangana,8,Home Loan,234730,1,Rent,House,2761160,240,13.04,Bad,0,8,4,Rural,3271300,0
Female,36,Graduate,Married,Employed,627700,0,Manipur,10,Car Loan / Vehicle Loan,52450,0,Own,Car / Vehicle,1365320,12,8.67,Good,0,8,0,Urban,126600,1
Female,20,Not Graduate,Married,Employed,84100,0,Nagaland,5,Personal Loan,11060,2,Family,Home,489380,21,10.12,Good,0,5,0,Urban,255900,0
Female,21,Undergraduate,Single,Employed,884400,0,Uttarakhand,3,Home Loan,117100,0,Rent,House,3405460,201,7.97,Good,0,4,0,Semi-urban,1191200,0
Female,33,Graduate,Married,Employed,313100,0,Karnataka,10,Home Loan,85540,1,Rent,Apartment/Flat,1075460,324,8.12,Good,0,5,0,Urban,2202900,0
Female,54,Graduate,Single,Employed,1000900,118400,Rajasthan,3,Home Loan,227440,3,Own,Apartment/Flat,872370,347,6.0,Good,0,4,0,Urban,1169500,1
Male,22,Undergraduate,Married,Self-employed,170000,0,Meghalaya,4,Home Loan,112990,1,Rent,Apartment/Flat,1774980,348,9.2,Good,0,8,0,Urban,3081400,0
Male,80,Undergraduate,Married,Employed,555000,112500,Telangana,1,Car Loan / Vehicle Loan,158650,2,Rent,Car / Vehicle,427850,42,13.38,Bad,1,4,5,Semi-urban,103900,1
Female,46,Graduate,Married,Employed,752800,0,Maharashtra,9,Home Loan,208130,1,Own,Apartment/Flat,1578850,230,8.48,Good,0,11,1,Urban,2940200,1
Male,34,Graduate,Married,Employed,147400,150400,Ladakh,1,Home Loan,17520,0,Rent,Apartment/Flat,4449050,240,6.0,Good,0,10,0,Rural,1507600,0
Female,50,Undergraduate,Single,Unemployed,321300,124300,Manipur,0,Education Loan,70500,2,Family,Vehicle,147650,116,6.91,Good,0,7,0,Semi-urban,215800,0
Male,67,Not Graduate,Single,Employed,192100,0,Bihar,9,Education Loan,18260,0,Rent,Agricultural Land,483130,168,8.0,Good,0,10,0,Urban,223200,1
Male,37,Undergraduate,Married,Employed,240600,0,Nagaland,9,Farm Equipment Loan,98730,0,Rent,Farm Equipment,344030,39,12.49,Good,1,10,0,Semi-urban,2557600,1
Male,20,Graduate,Single,Employed,150200,0,Himachal Pradesh,9,Startup Loan,80710,0,Rent,Land/Plot,7267690,170,13.07,Good,0,7,0,Semi-urban,1884600,0
Female,21,Undergraduate,Single,Self-employed,139700,0,Mizoram,9,Business Loan,11560,1,Rent,Commercial Property,596500,70,9.27,Good,0,3,0,Semi-urban,1740600,1
Male,71,Graduate,Single,Employed,369600,0,Ladakh,1,Education Loan,105880,3,Rent,Agricultural Land,278850,174,13.97,Bad,0,7,5,Urban,818800,0
Male,25,Not Graduate,Married,Self-employed,86600,0,Bihar,3,Home Loan,22020,0,Family,House,929300,322,6.98,Good,1,8,0,Semi-urban,2692900,0
Male,58,Graduate,Married,Self-employed,815800,164400,Arunachal Pradesh,8,Home Loan,591020,3,Own,House,2649820,208,9.79,Bad,0,14,2,Urban,1259100,1
Female,42,Graduate,Divorced,Employed,436800,0,Karnataka,3,Farm Equipment Loan,54270,0,Rent,Agricultural Land,1104680,77,13.61,Bad,0,3,3,Urban,1806300,0
Other,66,Graduate,Single,Employed,456000,0,Meghalaya,8,Farm Equipment Loan,68640,0,Rent,Farm Equipment,206490,99,9.7,Good,0,2,0,Urban,2083900,1
Male,21,Graduate,Single,Employed,382400,0,Chhattisgarh,10,Personal Loan,130570,1,Rent,Home,735120,10,15.4,Bad,1,5,6,Rural,40800,0
Female,74,Graduate,Single,Employed,1299900,0,Uttar Pradesh,10,Personal Loan,243230,3,Own,Home,981900,40,12.24,Bad,0,6,1,Urban,89600,1
Male,61,Undergraduate,Married,Employed,166900,0,Sikkim,8,Home Loan,32570,1,Family,Land/Plot,1767190,201,9.2,Good,0,7,1,Semi-urban,991800,0
Female,46,Undergraduate,Single,Employed,872300,0,Uttar Pradesh,8,Home Loan,167730,1,Own,Apartment/Flat,3821190,247,8.78,Good,1,11,0,Urban,2642300,0
Male,31,Undergraduate,Married,Employed,244700,41900,Meghalaya,6,Personal Loan,102760,0,Rent,Home,85530,7,11.4,Bad,1,6,3,Urban,136300,0
Male,79,Graduate,Married,Self-employed,255300,0,Ladakh,0,Home Loan,175140,1,Family,House,6803040,214,10.19,Good,0,2,0,Urban,1473100,0
Female,37,Graduate,Married,Employed,457300,0,Tripura,4,Personal Loan,118350,2,Rent,Home,1096310,6,11.96,Good,0,9,0,Urban,184500,1
Female,48,Undergraduate,Married,Employed,348600,299700,Ladakh,10,Credit Card Loan,77610,0,Rent,Home,141040,32,18.55,Bad,0,7,1,Semi-urban,32000,1
Male,42,Graduate,Married,Employed,658200,0,Bihar,10,Credit Card Loan,309610,0,Rent,Home,77550,16,14.79,Good,2,5,0,Semi-urban,78500,0
Female,32,Graduate,Married,Employed,345400,0,Tripura,2,Business Loan,112650,1,Rent,Commercial Property,1114230,77,7.2,Good,0,2,0,Urban,1717200,0
Female,44,Not Graduate,Single,Employed,312600,0,Madhya Pradesh,8,Home Loan,98130,3,Rent,House,802640,248,8.87,Good,0,5,1,Urban,1386700,1
Male,27,Not Graduate,Married,Self-employed,140800,158200,Gujarat,3,Gold Loan,96400,1,Rent,Gold,622870,36,20.14,Bad,0,12,0,Urban,8611300,1
Female,18,Graduate,Married,Employed,108700,280200,Gujarat,4,Personal Loan,12800,2,Rent,Home,891200,15,8.73,Bad,2,1,2,Semi-urban,192600,0
Female,36,Undergraduate,Married,Employed,427500,65800,Haryana,7,Personal Loan,95740,2,Rent,Home,517590,6,17.5,Bad,2,8,5,Urban,76200,0
Male,25,Undergraduate,Single,Self-employed,166800,136500,Bihar,5,Medical Loan,21040,1,Family,Home,48470,26,13.04,Bad,3,14,2,Rural,30300,0
Female,44,Graduate,Divorced,Employed,534300,116100,Mizoram,6,Home Loan,96170,2,Family,Apartment/Flat,5282690,134,9.49,Good,0,5,0,Urban,1023200,0
Male,72,Undergraduate,Married,Employed,891200,0,West Bengal,1,Home Loan,88850,2,Own,House,4622960,352,6.0,Good,0,2,2,Urban,1953000,0
Female,28,Graduate,Married,Employed,258700,0,Mizoram,3,Car Loan / Vehicle Loan,52850,2,Rent,Gold,615300,29,11.07,Good,0,9,0,Semi-urban,132300,0
Male,18,Graduate,Divorced,Employed,281200,0,Chhattisgarh,8,Personal Loan,104530,3,Rent,Home,1462350,30,13.97,Good,0,3,1,Semi-urban,277900,0
Male,24,Not Graduate,Married,Self-employed,158300,0,Uttar Pradesh,6,Car Loan / Vehicle Loan,5330,1,Rent,Car / Vehicle,321110,12,15.02,Bad,4,4,4,Urban,147000,0
Female,50,Undergraduate,Single,Self-employed,344800,325300,Gujarat,9,Car Loan / Vehicle Loan,73410,0,Rent,Car / Vehicle,496530,69,10.71,Good,0,4,0,Urban,210600,1
Female,35,Graduate,Married,Self-employed,159900,0,Delhi,10,Home Loan,41140,0,Rent,Land/Plot,3247230,160,9.19,Good,1,13,0,Urban,1481900,0
Female,48,Graduate,Single,Employed,454700,0,Maharashtra,3,Gold Loan,100830,1,Rent,Gold,180320,10,11.62,Bad,0,11,3,Urban,1183300,1
Other,19,Not Graduate,Married,Self-employed,119900,24500,Andhra Pradesh,2,Education Loan,8670,1,Rent,Agricultural Land,966220,64,11.68,Bad,0,5,1,Semi-urban,152400,0
Male,38,Graduate,Married,Employed,231400,320800,Karnataka,3,Home Loan,137400,2,Rent,Apartment/Flat,758550,128,9.31,Good,0,4,1,Semi-urban,2012500,1
Male,43,Not Graduate,Single,Unemployed,60000,0,Chandigarh,6,Business Loan,35250,0,Family,Commercial Property,885890,99,14.24,Good,0,9,0,Urban,1542000,0
Male,45,Not Graduate,Single,Self-employed,114200,0,Ladakh,2,Education Loan,78810,0,Rent,Fixed Deposit,802550,172,8.16,Good,1,3,0,Urban,118900,0
Male,52,Graduate,Married,Employed,1313400,0,Meghalaya,4,Home Loan,232270,3,Own,Apartment/Flat,3879330,171,9.18,Good,0,11,0,Semi-urban,885500,0
Male,67,Undergraduate,Married,Employed,401900,241400,Puducherry,1,Home Loan,127540,1,Rent,Apartment/Flat,1430080,360,10.73,Bad,1,14,8,Semi-urban,1109100,0
Female,47,Undergraduate,Divorced,Employed,165400,0,Himachal Pradesh,4,Home Loan,25510,0,Rent,Apartment/Flat,7359210,248,9.55,Good,0,9,0,Semi-urban,761500,0
Female,70,Undergraduate,Single,Employed,282600,0,Meghalaya,10,Home Loan,33130,3,Rent,House,1694110,189,9.79,Good,0,7,0,Semi-urban,1561200,0
Male,51,Graduate,Married,Employed,494800,0,Mizoram,4,Education Loan,55620,0,Rent,Agricultural Land,664200,20,8.7,Good,0,2,0,Urban,78500,1
Male,34,Graduate,Single,Employed,431500,153200,Haryana,8,Farm Equipment Loan,140060,1,Rent,Agricultural Land,273610,115,12.05,Good,0,1,0,Semi-urban,1481000,1
Female,32,Graduate,Single,Employed,280500,0,Maharashtra,4,Home Loan,151350,1,Rent,Apartment/Flat,762180,116,7.89,Bad,1,13,5,Urban,3588300,0
Male,38,Undergraduate,Married,Self-employed,990900,0,Nagaland,4,Car Loan / Vehicle Loan,766600,0,Rent,Car / Vehicle,966740,49,10.91,Good,0,11,1,Semi-urban,107900,1
Male,55,Undergraduate,Married,Employed,1227800,325600,Uttar Pradesh,7,Business Loan,326230,1,Rent,Commercial Property,1488820,114,12.54,Good,1,6,0,Urban,525600,1
Male,33,Undergraduate,Married,Self-employed,353400,0,Nagaland,1,Personal Loan,56610,1,Rent,Home,1317700,42,13.6,Good,0,8,0,Semi-urban,76200,0
Male,75,Undergraduate,Single,Employed,321800,115300,Bihar,3,Gold Loan,82340,1,Rent,Gold,63590,16,6.0,Good,0,4,0,Urban,2260700,1
Male,48,Graduate,Single,Self-employed,625600,607500,Mizoram,1,Personal Loan,376150,1,Own,Home,157630,50,10.74,Good,0,13,1,Urban,161900,1
Female,72,Graduate,Married,Self-employed,258400,231800,Dadra and Nagar Haveli and Daman and Diu,2,Home Loan,261570,2,Rent,Land/Plot,4211100,186,6.0,Good,0,6,1,Urban,1830500,0
Male,61,Undergraduate,Single,Self-employed,744000,0,Andhra Pradesh,7,Home Loan,527440,0,Own,Apartment/Flat,4389190,349,6.0,Good,0,5,1,Semi-urban,2450600,0
Female,39,Undergraduate,Single,Employed,336500,356800,Puducherry,1,Wedding Loan,220510,1,Rent,Home,339810,19,6.0,Good,0,10,3,Semi-urban,346200,1
Male,32,Undergraduate,Single,Unemployed,60000,0,Chhattisgarh,2,Education Loan,49290,0,Rent,Agricultural Land,2308660,98,9.63,Good,0,6,1,Urban,150600,0
